,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
303,GENIE,"  So what'll it be, master?
",1252,,"  So what'll it be, master? ",master,
304,ALADDIN,"    You're gonna grant me any three wishes I want?
",1253,,    You're gonna grant me any three wishes I want? ,gonna grant three wish want,
305,GENIE,"  (As William F. Buckley) Ah, almost.  There are a
        few provisos, a couple of quid pro quos
",1254,(As William F. Buckley),"    Ah, almost.  There are a
        few provisos, a couple of quid pro quos
",william f buckley ah almost proviso coupl quid pro quo,william f buckley
306,ALADDIN,"    Like?
",1256,,    Like? ,like,
307,GENIE,"  Ah, rule number one        slices his head off with his finger.)  So don't
",1257,,"  Ah, rule number one        slices his head off with his finger.)  So don't ",ah rule number one slice head finger,
308,        ask.  Rule two," I can't make anyone fall in love
        with anyone else.  (Head turns into a big pair of
        lips which kiss ALADDIN.)  You little punim, there.
        (Lies flat, then gets up and transforms into a
",1259,"(Head turns into a big pair of
        lips which kiss ALADDIN.)"," I can't make anyone fall in love
        with anyone else.  (Head turns into a big pair of
        lips which kiss ALADDIN.)  You little punim, there.
        (Lies flat, then gets up and transforms into a
",make anyon fall love anyon els head turn big pair lip kiss aladdin littl punim lie flat get transform,head turn big pair lip kiss aladdin
309,        zombie.) Rule three," I can't bring people back from
        the dead.  It's not a pretty picture, (He grabs
        ALADDIN and shakes him) I don't like doing it!  (He
        poofs back to normal.)  Other than that, you got
        it!
",1263,"(He grabs
        ALADDIN and shakes him)"," I can't bring people back from
        the dead.  It's not a pretty picture, (He grabs
        ALADDIN and shakes him) I don't like doing it!  (He
        poofs back to normal.)  Other than that, you got
        it!
",bring peopl back dead not pretti pictur grab aladdin shake like poof back normal got,grab aladdin shake
310,ALADDIN,"    (Looks at ABU as if plotting) Ah, provisos?  You
        mean limitations?  On wishes? (To ABU) Some all
        powerful genie--can't even bring people back from
        the dead. I don't know, Abu--he probably can't even
        get us out of this cave.  Looks like we're gonna
        have to find a way out of here--

(They start to leave, but a big blue foot stomps down in front of
    them.)

",1268,(Looks at ABU as if plotting),"      Ah, provisos?  You
        mean limitations?  On wishes? (To ABU) Some all
        powerful genie--can't even bring people back from
        the dead. I don't know, Abu--he probably can't even
        get us out of this cave.  Looks like we're gonna
        have to find a way out of here--

(They start to leave, but a big blue foot stomps down in front of
    them.)

",look abu plot ah proviso mean limit wish abu power geni even bring peopl back dead know abu probabl even get us cave look like gonna find way start leav big blue foot stomp front,look abu plot
311,GENIE,"  Excuse me?  Are you lookin' at
        me?  Did you rub my lamp? Did you wake me up, did
        you bring me here?  And all of a sudden, you're
        walkin' out on me?  (Gets madder and madder) I
        don't think so, not right now.  You're gettin' your
        wishes, so siddown!  (They all get on CARPET.
        GENIE takes the form of a stewardess, with lots of
        arms pointing out the exits.)  In case of
        emergency, the exits are here, here, here,
        here,here, here, here, here, here, here, here,
        here, anywhere!  Keep your hands and arms inside
        the carpet.  Weeee'rrrrrreee...outta here!

(The CARPET and passengers fly out of the sand in the desert and off
    into the distance.  Cut to int. of SULTAN's chamber. JAFAR is
    there with IAGO, JASMINE and the SULTAN.)

",1278,(Gets madder and madder),"  Excuse me?  Are you lookin' at
        me?  Did you rub my lamp? Did you wake me up, did
        you bring me here?  And all of a sudden, you're
        walkin' out on me?    I
        don't think so, not right now.  You're gettin' your
        wishes, so siddown!  (They all get on CARPET.
        GENIE takes the form of a stewardess, with lots of
        arms pointing out the exits.)  In case of
        emergency, the exits are here, here, here,
        here,here, here, here, here, here, here, here,
        here, anywhere!  Keep your hands and arms inside
        the carpet.  Weeee'rrrrrreee...outta here!

(The CARPET and passengers fly out of the sand in the desert and off
    into the distance.  Cut to int. of SULTAN's chamber. JAFAR is
    there with IAGO, JASMINE and the SULTAN.)

",excus lookin rub lamp wake bring sudden walkin get madder madder think not right gettin wish siddown get carpet geni take form stewardess lot arm point exit case emerg exit anywher keep hand arm insid carpet weeee rrrrrreee outta carpet passeng fli sand desert distanc cut int sultan chamber jafar iago jasmin sultan,get madder madder
312,SULTAN," Jafar, this is an outrage.  If it weren't for all
        your years of loyal service... . From now on,
        you are to discuss sentencing of prisoners with me,
        before they are beheaded.
",1295,," Jafar, this is an outrage.  If it weren't for all         your years of loyal service... . From now on,         you are to discuss sentencing of prisoners with me,         before they are beheaded. ",jafar outrag year loyal servic discuss sentenc prison behead,
313,JAFAR,"  I assure you, your highness, it won't happen again.
",1299,,"  I assure you, your highness, it won't happen again. ",assur high happen,
314,SULTAN," Jasmine, Jafar, now let's put this whole messy
        business behind us.  Please?
",1300,," Jasmine, Jafar, now let's put this whole messy         business behind us.  Please? ",jasmin jafar let put whole messi busi behind us pleas,
315,JAFAR,"  My most abject and humblest apologies to you as
        well, princess.  (He takes her hand to kiss it, but
        she yanks it away.)
",1302,"(He takes her hand to kiss it, but
        she yanks it away.)","  My most abject and humblest apologies to you as
        well, princess.  (He takes her hand to kiss it, but
        she yanks it away.)
",abject humblest apolog well princess take hand kiss yank away,take hand kiss yank away
316,JASMINE,"    At least some good will come of my being forced to
        marry.  When I am queen, I will have the
        power to get rid of you.
",1305,,"    At least some good will come of my being forced to         marry.  When I am queen, I will have the         power to get rid of you. ",least good come forc marri queen power get rid,
317,SULTAN," That's nice.  All settled, then.  Now, Jasmine,
        getting back to this suitor business, (he
        looks and sees Jasmine walking out) Jasmine?
        Jasmine!  (He runs after her.)
",1308,"(he
        looks and sees Jasmine walking out)"," That's nice.  All settled, then.  Now, Jasmine,
        getting back to this suitor business, (he
        looks and sees Jasmine walking out) Jasmine?
        Jasmine!  (He runs after her.)
",nice settl jasmin get back suitor busi look see jasmin walk jasmin jasmin run,look see jasmin walk
318,JAFAR,"  If only I had gotten that lamp!
",1312,,  If only I had gotten that lamp! ,gotten lamp,
319,IAGO,"       (As JASMINE) I will have the power to get rid of
        you!  D'oh!  To think--we gotta keep kissing
        up to that chump, and his chump daughter for the
        rest of our lives...
",1313,(As JASMINE),"         I will have the power to get rid of
        you!  D'oh!  To think--we gotta keep kissing
        up to that chump, and his chump daughter for the
        rest of our lives...
",jasmin power get rid oh think gotta keep kiss chump chump daughter rest live,jasmin
320,JAFAR,"  No, Iago.  Only until she finds a chump husband.
        Then she'll have us banished--or beheaded!
",1317,,"  No, Iago.  Only until she finds a chump husband.         Then she'll have us banished--or beheaded! ",iago find chump husband us banish behead,
321,BOTH,"       Eeewww!
",1319,,       Eeewww! ,eeewww,
322,IAGO,"       (Has an idea) Oh!  Wait a minute!  Wait a minute!
        Jafar?  What if you were the chump husband?
",1320,(Has an idea),"         Oh!  Wait a minute!  Wait a minute!
        Jafar?  What if you were the chump husband?
",idea oh wait minut wait minut jafar chump husband,idea
323,JAFAR,"  (He looks at IAGO in insult)  What?
",1322,(He looks at IAGO in insult),"     What?
",look iago insult,look iago insult
324,IAGO,"       Okay, you marry the princess,all right? Then, uh,
        you become sultan!
",1323,,"       Okay, you marry the princess,all right? Then, uh,         you become sultan! ",okay marri princess right uh becom sultan,
325,JAFAR,"  Oh!Marry the shrew?  I become sultan.  The idea has
        merit!
",1325,,  Oh!Marry the shrew?  I become sultan.  The idea has         merit! ,oh marri shrew becom sultan idea merit,
326,IAGO,"       Yes, merit! Yes!  And then we drop papa-in-law and
        the little woman off a cliff!  (Dive bombs into the
        floor)  Kersplat!
",1327,"(Dive bombs into the
        floor)","       Yes, merit! Yes!  And then we drop papa-in-law and
        the little woman off a cliff!  (Dive bombs into the
        floor)  Kersplat!
",ye merit ye drop papa law littl woman cliff dive bomb floor kersplat,dive bomb floor
327,JAFAR,"  Iago, I love the way your foul little mind works!

(Both laugh as we cut to an oasis in the desert, where CARPET is
    coming in for a landing.)

",1330,"(Both laugh as we cut to an oasis in the desert, where CARPET is
    coming in for a landing.)","  Iago, I love the way your foul little mind works!

(Both laugh as we cut to an oasis in the desert, where CARPET is
    coming in for a landing.)

",iago love way foul littl mind work laugh cut oasi desert carpet come land,laugh cut oasi desert carpet come land
328,GENIE,"  (Still as stewardess) Thank you for choosing Magic
        Carpet for all your travel needs.  Don't stand
        until the rug has come to a complete stop.  (As
        ALADDIN and ABU get off down the stairway formed by
        CARPET) Thank you.  Good bye, good bye!  Thank you!
        Good bye!  (Back to normal)  Well, now.  How about
        that, Mr.  doubting mustafa?
",1335,(Still as stewardess),"    Thank you for choosing Magic
        Carpet for all your travel needs.  Don't stand
        until the rug has come to a complete stop.  (As
        ALADDIN and ABU get off down the stairway formed by
        CARPET) Thank you.  Good bye, good bye!  Thank you!
        Good bye!  (Back to normal)  Well, now.  How about
        that, Mr.  doubting mustafa?
",still stewardess thank choos magic carpet travel need stand rug come complet stop aladdin abu get stairway form carpet thank good bye good bye thank good bye back normal well mr doubt mustafa,still stewardess
329,ALADDIN,"    Oh, you sure showed me.  Now about my three wishes-
",1342,,"    Oh, you sure showed me.  Now about my three wishes- ",oh sure show three wish,
330,GENIE,"  Dost mine ears deceive me?  Three? You are down by
        ONE, boy!
",1343,,"  Dost mine ears deceive me?  Three? You are down by         ONE, boy! ",dost mine ear deceiv three one boy,
331,ALADDIN,"    Ah, no--I never actually wished to get out of the
        cave.  You did that on your own.

(GENIE thinks for a second, then his jaw drops.  He turns into a
    sheep.)

",1345,"(GENIE thinks for a second, then his jaw drops.  He turns into a
    sheep.)","    Ah, no--I never actually wished to get out of the
        cave.  You did that on your own.

(GENIE thinks for a second, then his jaw drops.  He turns into a
    sheep.)

",ah never actual wish get cave geni think second jaw drop turn sheep,geni think second jaw drop turn sheep
332,GENIE,"  Well, don't I feel just sheepish?  All right, you
        baaaaad boy,  but no more freebies.
",1351,,"  Well, don't I feel just sheepish?  All right, you         baaaaad boy,  but no more freebies. ",well feel sheepish right baaaaad boy freebi,
333,ALADDIN,"    Fair deal.  So, three wishes.  I want them to be
        good.  (To GENIE) What would you wish for?

(GENIE is hanging like a hammock between two trees.)

",1353,(To GENIE),"    Fair deal.  So, three wishes.  I want them to be
        good.    What would you wish for?

(GENIE is hanging like a hammock between two trees.)

",fair deal three wish want good geni would wish geni hang like hammock two tree,geni
334,GENIE,"  Me?  No one's ever asked me that before. Well, in
        my case, ah, forget it.
",1358,,"  Me?  No one's ever asked me that before. Well, in         my case, ah, forget it. ",one ever ask well case ah forget,
335,ALADDIN,"    What?  No, tell me.
",1360,,"    What?  No, tell me. ",tell,
336,GENIE,"  Freedom.
",1361,,  Freedom. ,freedom,
337,ALADDIN,"    You're a prisoner?
",1362,,    You're a prisoner? ,prison,
338,GENIE,"  It's all part-and-parcel, the whole genie gig.
        (Grows gigantic, voice echoes) Phenomenal cosmic
        powers!  (Shrinks down, cramped in MAGIC LAMP.)
        Itty bitty living space
",1363,"(Grows gigantic, voice echoes)","  It's all part-and-parcel, the whole genie gig.
          Phenomenal cosmic
        powers!  (Shrinks down, cramped in MAGIC LAMP.)
        Itty bitty living space
",part parcel whole geni gig grow gigant voic echo phenomen cosmic power shrink cramp magic lamp itti bitti live space,grow gigant voic echo
339,ALADDIN,"    Genie, that's terrible.
",1367,,"    Genie, that's terrible. ",geni terribl,
340,GENIE,"  (Comes out of the LAMP) But, oh--to be free.  Not
        have to go ""Poof! What do you need? Poof! What do
        you need? Poof! What do you need?""  To be my own
        master, such a thing would be greater than all the
        magic and all the treasures in all  the world! But
        what am I talking about, here?  Let's get real
        here.  It's not gonna happen.  Genie, wake up and
        smell the hummus
",1368,(Comes out of the LAMP),"    But, oh--to be free.  Not
        have to go ""Poof! What do you need? Poof! What do
        you need? Poof! What do you need?""  To be my own
        master, such a thing would be greater than all the
        magic and all the treasures in all  the world! But
        what am I talking about, here?  Let's get real
        here.  It's not gonna happen.  Genie, wake up and
        smell the hummus
",come lamp oh free not go poof need poof need poof need master thing would greater magic treasur world talk let get real not gonna happen geni wake smell hummu,come lamp
341,ALADDIN,"    Why not?
",1376,,    Why not? ,not,
342,GENIE,"  The only way I get outta this is if my master
        wishes me out.  So you can guess how often that's
        happened.
",1377,,  The only way I get outta this is if my master         wishes me out.  So you can guess how often that's         happened. ,way get outta master wish guess often happen,
343,ALADDIN,"    I'll do it. I'll set you free.
",1380,,    I'll do it. I'll set you free. ,set free,
344,GENIE,"  (Head turns into Pinocchio's with a long nose) Uh
        huh, right.  Whoop!
",1381,(Head turns into Pinocchio's with a long nose),"    Uh
        huh, right.  Whoop!
",head turn pinocchio long nose uh huh right whoop,head turn pinocchio long nose
345,ALADDIN,"    No, really, I promise.  (He pushes the nose back in
        and GENIE's head returns to normal.) After make my
        first two wishes, I'll use my third wish to set you
        free.   (He holds out his hand)
",1383,"(He pushes the nose back in
        and GENIE's head returns to normal.)","    No, really, I promise.  (He pushes the nose back in
        and GENIE's head returns to normal.) After make my
        first two wishes, I'll use my third wish to set you
        free.   (He holds out his hand)
",realli promis push nose back geni head return normal make first two wish use third wish set free hold hand,push nose back geni head return normal
346,GENIE,"  Well, here's hopin'.  (Shakes ALADDIN's hand.)
        O.K.   Let's make some magic!  (Turns into a
        magician.)  So how 'bout it.  What is it you want
        most?
",1387,(Shakes ALADDIN's hand.),"  Well, here's hopin'.   
        O.K.   Let's make some magic!  (Turns into a
        magician.)  So how 'bout it.  What is it you want
        most?
",well hopin shake aladdin hand k let make magic turn magician bout want,shake aladdin hand
347,ALADDIN,"    Well, there's this girl--
",1391,,"    Well, there's this girl-- ",well girl,
348,GENIE,"  Eehhh! (Like a buzzer, and GENIE's chest shows a
        heart with a cross through it.)  Wrong!  I can't
        make anybody fall in love, remember?
",1392,"(Like a buzzer, and GENIE's chest shows a
        heart with a cross through it.)","  Eehhh! (Like a buzzer, and GENIE's chest shows a
        heart with a cross through it.)  Wrong!  I can't
        make anybody fall in love, remember?
",eehhh like buzzer geni chest show heart cross wrong make anybodi fall love rememb,like buzzer geni chest show heart cross
349,ALADDIN,"    Oh, but Genie.  She's smart and fun and...
",1395,,"    Oh, but Genie.  She's smart and fun and... ",oh geni smart fun,
350,GENIE,"  Pretty?
",1396,,  Pretty? ,pretti,
351,ALADDIN,"    Beautiful.  She's got these eyes that just...and
        this hair, wow...and her smile.
",1397,,"    Beautiful.  She's got these eyes that just...and         this hair, wow...and her smile. ",beauti got eye hair wow smile,
352,GENIE,"  (Sitting in a Parisian cafe with ABU and CARPET.)
        Ami.  C'est l'amour.
",1399,(Sitting in a Parisian cafe with ABU and CARPET.),"   
        Ami.  C'est l'amour.
",sit parisian cafe abu carpet ami c est l amour,sit parisian cafe abu carpet
353,ALADDIN,"    But she's the princess.  To even have a chance, I'd
        have to be a--hey, can you make me a prince?
",1401,,"    But she's the princess.  To even have a chance, I'd         have to be a--hey, can you make me a prince? ",princess even chanc hey make princ,
354,GENIE,"  Let's see here.  (Has a ""Royal Cookbook"".) Uh,
        chicken a'la king? (Pulls out a chicken with a
        crown on its head)  Nope.  Alaskan king crab?
        (Yanks out his finger, and we see SEBASTIAN the crab from
        ""The Little Mermaid""  clamped on.)  Ow, I
        hate it when they do that.  Caesar's salad? (A
        dagger comes out and tries to stab him.) Et tu,
        Brute?  Ah, to make a prince.  (Looks slyly at
        ALADDIN.)  Now is that an official wish?  Say the
        words!
",1403,"(Has a ""Royal Cookbook"".)","  Let's see here.    Uh,
        chicken a'la king? (Pulls out a chicken with a
        crown on its head)  Nope.  Alaskan king crab?
        (Yanks out his finger, and we see SEBASTIAN the crab from
        ""The Little Mermaid""  clamped on.)  Ow, I
        hate it when they do that.  Caesar's salad? (A
        dagger comes out and tries to stab him.) Et tu,
        Brute?  Ah, to make a prince.  (Looks slyly at
        ALADDIN.)  Now is that an official wish?  Say the
        words!
",let see royal cookbook uh chicken la king pull chicken crown head nope alaskan king crab yank finger see sebastian crab littl mermaid clamp ow hate caesar salad dagger come tri stab et tu brute ah make princ look slyli aladdin offici wish say word,royal cookbook
355,ALADDIN,"    Genie, I wish for you to make me a prince!
",1413,,"    Genie, I wish for you to make me a prince! ",geni wish make princ,
356,GENIE,"  All right!  Woof woof woof woof! (Takes on square
        shoulders and looks like Arsenio Hall. Then becomes
        a tailor/fashion designer.)  First, that fez and
        vest combo is much too third century. These
        patches--what are we trying to say--beggar?  No!
        Let's work with me here. (He takes ALADDIN's
        measurements, snaps his fingers and ALADDIN is
        outfitted in his prince costume.)  I like it, muy
        macho!  Now, still needs something.  What does it
        say to me?  It says mode of transportation.  Excuse
        me, monkey boy!  Aqui, over here!  (ABU tries to
        cover himself with CARPET, but GENIE zaps him and
        he flies over.)
",1414,"(Takes on square
        shoulders and looks like Arsenio Hall. Then becomes
        a tailor/fashion designer.)","  All right!  Woof woof woof woof! (Takes on square
        shoulders and looks like Arsenio Hall. Then becomes
        a tailor/fashion designer.)  First, that fez and
        vest combo is much too third century. These
        patches--what are we trying to say--beggar?  No!
        Let's work with me here. (He takes ALADDIN's
        measurements, snaps his fingers and ALADDIN is
        outfitted in his prince costume.)  I like it, muy
        macho!  Now, still needs something.  What does it
        say to me?  It says mode of transportation.  Excuse
        me, monkey boy!  Aqui, over here!  (ABU tries to
        cover himself with CARPET, but GENIE zaps him and
        he flies over.)
",right woof woof woof woof take squar shoulder look like arsenio hall becom tailor fashion design first fez vest combo much third centuri patch tri say beggar let work take aladdin measur snap finger aladdin outfit princ costum like muy macho still need someth say say mode transport excus monkey boy aqui abu tri cover carpet geni zap fli,take squar shoulder look like arsenio hall becom tailor fashion design
357,ABU,"        Uh oh!
",1427,,        Uh oh! ,uh oh,
358,GENIE,"  Here he comes, (ALADDIN and GENIE are on a game
        show set, where ALADDIN stands behind a podium with
        ""AL"" on it.)  And what better way to make your
        grand entrance on the streets of Agrabah, than
        riding your very own brand new camel!  Watch out,
        it spits!  (A door bearing the GENIE's head on it
        opens, where ABU is transformed into a camel.  He
        spits out the side of his mouth on cue.  But the
        GENIE's not sure.)  Mmm, not enough.  (He snaps his
        fingers and ABU turns into a fancy white horse.)
        Still not enough.  Let's see.  What do you need?
        (The GENIE snaps his fingers repeatedly, turning
",1428,"(ALADDIN and GENIE are on a game
        show set, where ALADDIN stands behind a podium with
        ""AL"" on it.)","  Here he comes, (ALADDIN and GENIE are on a game
        show set, where ALADDIN stands behind a podium with
        ""AL"" on it.)  And what better way to make your
        grand entrance on the streets of Agrabah, than
        riding your very own brand new camel!  Watch out,
        it spits!  (A door bearing the GENIE's head on it
        opens, where ABU is transformed into a camel.  He
        spits out the side of his mouth on cue.  But the
        GENIE's not sure.)  Mmm, not enough.  (He snaps his
        fingers and ABU turns into a fancy white horse.)
        Still not enough.  Let's see.  What do you need?
        (The GENIE snaps his fingers repeatedly, turning
",come aladdin geni game show set aladdin stand behind podium al better way make grand entranc street agrabah ride brand new camel watch spit door bear geni head open abu transform camel spit side mouth cue geni not sure mmm not enough snap finger abu turn fanci white hors still not enough let see need geni snap finger repeatedli turn,aladdin geni game show set aladdin stand behind podium al
359,        ABU into,"  a duck, an ostrich, a turtle, and a '57
        Cadillac, with license plate ""ABU 1.""   (That one's
        a guess, I don't know cars, but judging by the tail
        fins, 'nuff said.)  Finally, he's returned to
        normal.)  Yes!!  Esalalumbo,  shimin dumbo!  Whoa!!
        (And on the keyword of the spell, Dumbo, ABU turns
        into an elephant.  CARPET struggles to get out from
        under ABU's size 46 feet.)  Talk about your trunk
        space, check this action out!

(ABU sees his reflection in a pool of water, then jumps into a tree.
     The tree naturally bends right back down to the ground, where ABU
     hangs on and looks at ALADDIN upside down.)

",1440,"(That one's
        a guess, I don't know cars, but judging by the tail
        fins, 'nuff said.)","  a duck, an ostrich, a turtle, and a '57
        Cadillac, with license plate ""ABU 1.""   (That one's
        a guess, I don't know cars, but judging by the tail
        fins, 'nuff said.)  Finally, he's returned to
        normal.)  Yes!!  Esalalumbo,  shimin dumbo!  Whoa!!
        (And on the keyword of the spell, Dumbo, ABU turns
        into an elephant.  CARPET struggles to get out from
        under ABU's size 46 feet.)  Talk about your trunk
        space, check this action out!

(ABU sees his reflection in a pool of water, then jumps into a tree.
     The tree naturally bends right back down to the ground, where ABU
     hangs on and looks at ALADDIN upside down.)

",duck ostrich turtl cadillac licens plate abu one guess know car judg tail fin nuff said final return normal ye esalalumbo shimin dumbo whoa keyword spell dumbo abu turn eleph carpet struggl get abu size feet talk trunk space check action abu see reflect pool water jump tree tree natur bend right back ground abu hang look aladdin upsid,one guess know car judg tail fin nuff said
360,ALADDIN,"    Abu, you look good.
",1454,,"    Abu, you look good. ",abu look good,
361,GENIE,"  He's got the outfit, he's got the elephant, but
        we're not through yet.  Hang on to your turban,
        kid, cause we're gonna make you a star!

(We zoom out slowly with the oasis in the distance, as fireworks
    begin to explode outward.  Cut to a CU of a pile of toys.
    (Look for the BEAST here.)  We tilt up and see the SULTAN
    balancing them.  He carefully balances the last piece on top,
     then sits back and sighs.  JAFAR storms in, though, and the
    pile collapses.)

",1455,"(We zoom out slowly with the oasis in the distance, as fireworks
    begin to explode outward.  Cut to a CU of a pile of toys.
    (Look for the BEAST here.)","  He's got the outfit, he's got the elephant, but
        we're not through yet.  Hang on to your turban,
        kid, cause we're gonna make you a star!

(We zoom out slowly with the oasis in the distance, as fireworks
    begin to explode outward.  Cut to a CU of a pile of toys.
    (Look for the BEAST here.)  We tilt up and see the SULTAN
    balancing them.  He carefully balances the last piece on top,
     then sits back and sighs.  JAFAR storms in, though, and the
    pile collapses.)

",got outfit got eleph not yet hang turban kid caus gonna make star zoom slowli oasi distanc firework begin explod outward cut cu pile toy look beast tilt see sultan balanc care balanc last piec top sit back sigh jafar storm though pile collaps,zoom slowli oasi distanc firework begin explod outward cut cu pile toy look beast
362,JAFAR,"  Sire, I have found a solution to the problem with
        your daughter.
",1466,,"  Sire, I have found a solution to the problem with         your daughter. ",sire found solut problem daughter,
363,IAGO,"   Awk!  The problem with your daughter!
",1468,,   Awk!  The problem with your daughter! ,awk problem daughter,
364,SULTAN," Oh, really?
",1469,," Oh, really? ",oh realli,
365,JAFAR,"  (Unrolling a scroll) Right here.  ""If the princess
        has not chosen a husband by the appointed time,
        then the sultan shall choose for her.""
",1470,(Unrolling a scroll),"    Right here.  ""If the princess
        has not chosen a husband by the appointed time,
        then the sultan shall choose for her.""
",unrol scroll right princess not chosen husband appoint time sultan shall choos,unrol scroll
366,SULTAN," But Jasmine hated all those suitors!  (He tries to
        stuff a cracker into IAGO's mouth.  IAGO backs
        away.  The SULTAN absentmindedly pulls the cracker
        back.)  How could I choose someone she hates?
        (IAGO is relieved, but the SULTAN quickly stuffs a
        cracker in his mouth.)
",1473,"(He tries to
        stuff a cracker into IAGO's mouth.  IAGO backs
        away.  The SULTAN absentmindedly pulls the cracker
        back.)"," But Jasmine hated all those suitors!  (He tries to
        stuff a cracker into IAGO's mouth.  IAGO backs
        away.  The SULTAN absentmindedly pulls the cracker
        back.)  How could I choose someone she hates?
        (IAGO is relieved, but the SULTAN quickly stuffs a
        cracker in his mouth.)
",jasmin hate suitor tri stuff cracker iago mouth iago back away sultan absentmindedli pull cracker back could choos someon hate iago reliev sultan quickli stuff cracker mouth,tri stuff cracker iago mouth iago back away sultan absentmindedli pull cracker back
367,JAFAR,"  Not to worry, my liege.  There is more.  If, in the
        event a suitable prince cannot be found, a princess
        must then be wed to...hmm...interesting.
",1479,,"  Not to worry, my liege.  There is more.  If, in the         event a suitable prince cannot be found, a princess         must then be wed to...hmm...interesting. ",not worri lieg event suitabl princ cannot found princess must wed hmm interest,
368,SULTAN," What?  Who?
",1482,, What?  Who? ,,
369,JAFAR,"  The royal vizier!  Why, that would be...me!
",1483,,"  The royal vizier!  Why, that would be...me! ",royal vizier would,
370,SULTAN," Why, I thought the law says that only a prince can
        marry a princess, I'm quite sure.
",1484,," Why, I thought the law says that only a prince can         marry a princess, I'm quite sure. ",thought law say princ marri princess quit sure,
371,JAFAR,"  Desperate times call for desperate measures, my
        lord.  (He pulls out the staff and hypnotizes the
        SULTAN with it.)
",1486,"(He pulls out the staff and hypnotizes the
        SULTAN with it.)","  Desperate times call for desperate measures, my
        lord.  (He pulls out the staff and hypnotizes the
        SULTAN with it.)
",desper time call desper measur lord pull staff hypnot sultan,pull staff hypnot sultan
372,SULTAN," Yes...desperate measures...
",1489,, Yes...desperate measures... ,ye desper measur,
373,JAFAR,"  You will order the princess to marry me.
",1490,,  You will order the princess to marry me. ,order princess marri,
374,SULTAN," I...will order...the princess...to...(the spell
        breaks momentarily)...but you're so old!
",1491,"(the spell
        breaks momentarily)"," I...will order...the princess...to...(the spell
        breaks momentarily)...but you're so old!
",order princess spell break momentarili old,spell break momentarili
375,JAFAR,"  (Holds the staff closer) The princess will marry
        me!
",1493,(Holds the staff closer),"    The princess will marry
        me!
",hold staff closer princess marri,hold staff closer
376,SULTAN," The princess will marry...(the spell is again
        broken, this time by the trumpet fanfare of ""Prince
        Ali"".)  What? What is that?  That music!  Ha ha ha.
        Jafar., you must come and see this!

(We see an advancing parade, led by what appears to be the GENIE in
    human form as a MAJOR.)

",1495,"(the spell is again
        broken, this time by the trumpet fanfare of ""Prince
        Ali"".)"," The princess will marry...(the spell is again
        broken, this time by the trumpet fanfare of ""Prince
        Ali"".)  What? What is that?  That music!  Ha ha ha.
        Jafar., you must come and see this!

(We see an advancing parade, led by what appears to be the GENIE in
    human form as a MAJOR.)

",princess marri spell broken time trumpet fanfar princ ali music ha ha ha jafar must come see see advanc parad led appear geni human form major,spell broken time trumpet fanfar princ ali
377,MARCHERS,"   Make way for Prince Ali!
",1503,,   Make way for Prince Ali! ,make way princ ali,
378,SWORDSMEN," Say hey!  It's Prince Ali!
",1504,, Say hey!  It's Prince Ali! ,say hey princ ali,
