,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
363,Esmeralda,"     How could such a cruel man have raised someone like you?

",1363,,     How could such a cruel man have raised someone like you?  ,could cruel man rais someon like,
364,Quasimodo,"     Cruel?!?  Oh, no.  He saved my life.  He took me in when
               no one else would.  I am a monster, you know.

",1365,,"     Cruel?!?  Oh, no.  He saved my life.  He took me in when                no one else would.  I am a monster, you know.  ",cruel oh save life took one els would monster know,
365,Esmeralda,"     He told you that?

",1368,,     He told you that?  ,told,
366,Quasimodo,"     Look at me.

",1370,,     Look at me.  ,look,
367,Esmeralda,"     Give me your hand.

(She takes his hand and looks at his palm.)

",1372,(She takes his hand and looks at his palm.),"     Give me your hand.

 

",give hand take hand look palm,take hand look palm
368,Quasimodo,"     Why?

",1376,,     Why?  ,,
369,Esmeralda,"     Just let me see.  (Tracing his palm lines with her
               finger)  Hmm, a long life line...oh, and this
               one means you're shy.  Hmm. Hmm, hmm, hmm...well,
               that's funny...

",1378,"(Tracing his palm lines with her
               finger)","     Just let me see.  (Tracing his palm lines with her
               finger)  Hmm, a long life line...oh, and this
               one means you're shy.  Hmm. Hmm, hmm, hmm...well,
               that's funny...

",let see trace palm line finger hmm long life line oh one mean shi hmm hmm hmm hmm well funni,trace palm line finger
370,Quasimodo,"     What!

",1383,,     What!  ,,
371,Esmeralda,"     I don't see any.

",1385,,     I don't see any.  ,see,
372,Quasimodo,"     Any what?

",1387,,     Any what?  ,,
373,Esmeralda,"     Monster lines.  Not a single one.  Now you look at me.
               Do you think I'm evil?

",1389,,     Monster lines.  Not a single one.  Now you look at me.                Do you think I'm evil?  ,monster line not singl one look think evil,
374,Quasimodo,"     No, no, no!  You are kind, and good, and--

",1392,,"     No, no, no!  You are kind, and good, and--  ",kind good,
375,Esmeralda,"     --and a gypsy.  And maybe Frollo's wrong about the both
               of us.

(Below, the 'goyles are straining to listen in.)

",1394,"(Below, the 'goyles are straining to listen in.)","     --and a gypsy.  And maybe Frollo's wrong about the both
               of us.

 

",gypsi mayb frollo wrong us goyl strain listen,goyl strain listen
376,Hugo,"          What did she say?!?

",1399,,          What did she say?!?  ,say,
377,Laverne,"       Frollo's nose is long, and he wears a truss.

",1401,,"       Frollo's nose is long, and he wears a truss.  ",frollo nose long wear truss,
378,Hugo,"          Hah!  Told ya!  (To Victor) Pay up!

(Victor hands him a gold coin.  Back to the rooftop.)

",1403,(To Victor),"          Hah!  Told ya!    Pay up!

(Victor hands him a gold coin.  Back to the rooftop.)

",hah told ya victor pay victor hand gold coin back rooftop,victor
379,Quasimodo,"     You helped me.  Now I will help you.

",1407,,     You helped me.  Now I will help you.  ,help help,
380,Esmeralda,"     But there's no way out.  There's soldiers at every door.

",1409,,     But there's no way out.  There's soldiers at every door.  ,way soldier everi door,
381,Quasimodo,"     We won't use a door.

",1411,,     We won't use a door.  ,use door,
382,Esmeralda,"     You mean...climb down?

",1413,,     You mean...climb down?  ,mean climb,
383,Quasimodo,"     Sure.  You carry him (motions to Djali), I carry you.

",1415,(motions to Djali),"     Sure.  You carry him  , I carry you.

",sure carri motion djali carri,motion djali
384,Esmeralda,"     Okay.  Come on Djali.

(Djali hops into her arms.)

",1417,(Djali hops into her arms.),"     Okay.  Come on Djali.

 

",okay come djali djali hop arm,djali hop arm
385,Quasimodo,"     Ready?

",1421,,     Ready?  ,readi,
386,Esmeralda,"     Yes.

",1423,,     Yes.  ,ye,
387,Quasimodo,"     Don't be afraid.

",1425,,     Don't be afraid.  ,afraid,
388,Esmeralda,"     I'm not afraid.

(Quasi leaps over the edge and holds on to a gargoyle head.)

",1427,(Quasi leaps over the edge and holds on to a gargoyle head.),"     I'm not afraid.

 

",not afraid quasi leap edg hold gargoyl head,quasi leap edg hold gargoyl head
389,Esmeralda,"     Now I'm afraid.

",1431,,     Now I'm afraid.  ,afraid,
390,Quasimodo,"      The trick is not to look down.

(Quasi begins swinging down the exterior of the cathedral.)

",1433,(Quasi begins swinging down the exterior of the cathedral.),"      The trick is not to look down.

 

",trick not look quasi begin swing exterior cathedr,quasi begin swing exterior cathedr
391,Esmeralda,"     You've done this before?

",1437,,     You've done this before?  ,done,
392,Quasimodo,"     No.

(Quasi finally stops on a slanted roof.)

",1439,(Quasi finally stops on a slanted roof.),"     No.

 

",quasi final stop slant roof,quasi final stop slant roof
393,Esmeralda,"     Wow.  You're quite an acrobat.

",1443,,     Wow.  You're quite an acrobat.  ,wow quit acrobat,
394,Quasimodo,"     Thank you--

(His words are cut short as the tile they're on breaks free and they
begin to slide down the roof as if they were on a sled.  They're able to
jump off their sled just before it goes sailing off into the air.  It
lands a few blocks away.  The guards on the ground hear the crash and go
off to investigate.)

",1445,"(His words are cut short as the tile they're on breaks free and they
begin to slide down the roof as if they were on a sled.  They're able to
jump off their sled just before it goes sailing off into the air.  It
lands a few blocks away.  The guards on the ground hear the crash and go
off to investigate.)","     Thank you--

(His words are cut short as the tile they're on breaks free and they
begin to slide down the roof as if they were on a sled.  They're able to
jump off their sled just before it goes sailing off into the air.  It
lands a few blocks away.  The guards on the ground hear the crash and go
off to investigate.)

",thank word cut short tile break free begin slide roof sled abl jump sled goe sail air land block away guard ground hear crash go investig,word cut short tile break free begin slide roof sled abl jump sled goe sail air land block away guard ground hear crash go investig
395,Guard 4,"       Check the alley!

",1453,,       Check the alley!  ,check alley,
396,Guard 5,"       This way!

(As guards pass, Quasi, Esmeralda and Djali hide as part of a statue.
When the coast is clear, they speak again.)

",1455,"(As guards pass, Quasi, Esmeralda and Djali hide as part of a statue.
When the coast is clear, they speak again.)","       This way!

(As guards pass, Quasi, Esmeralda and Djali hide as part of a statue.
When the coast is clear, they speak again.)

",way guard pass quasi esmeralda djali hide part statu coast clear speak,guard pass quasi esmeralda djali hide part statu coast clear speak
397,Quasimodo,"     I hope I didn't scare you.

",1460,,     I hope I didn't scare you.  ,hope scare,
398,Esmeralda,"     Not for an instant.

(Djali groans as his heart is only just now beginning to beat again.)

",1462,(Djali groans as his heart is only just now beginning to beat again.),"     Not for an instant.

 

",not instant djali groan heart begin beat,djali groan heart begin beat
399,Quasimodo,"     I'll never forget you, Esmeralda.

",1466,,"     I'll never forget you, Esmeralda.  ",never forget esmeralda,
400,Esmeralda,"     Come with me.

",1468,,     Come with me.  ,come,
401,Quasimodo,"     What?!?

",1470,,     What?!?  ,,
402,Esmeralda,"     To the Court of Miracles.  Leave this place.

",1472,,     To the Court of Miracles.  Leave this place.  ,court miracl leav place,
403,Quasimodo,"     Oh, no.  I'm never going back out there again.  You saw
               what happened to me today.  No.  This is where I belong.

",1474,,"     Oh, no.  I'm never going back out there again.  You saw                what happened to me today.  No.  This is where I belong.  ",oh never go back saw happen today belong,
404,Esmeralda,"     All right, then I'll come to see you.

",1477,,"     All right, then I'll come to see you.  ",right come see,
405,Quasimodo,"     What?  Here?  But, the soldiers, and Frollo, and...

",1479,,"     What?  Here?  But, the soldiers, and Frollo, and...  ",soldier frollo,
406,Esmeralda,"     I'll come after sunset.

",1481,,     I'll come after sunset.  ,come sunset,
407,Quasimodo,"     At sunset, I ring the evening mass, and after that, I
               clean the kooisters, and then I ring the vespers, and--

(Esmeralda gives Quasimodo a little peck on the cheek.)

",1483,(Esmeralda gives Quasimodo a little peck on the cheek.),"     At sunset, I ring the evening mass, and after that, I
               clean the kooisters, and then I ring the vespers, and--

 

",sunset ring even mass clean kooister ring vesper esmeralda give quasimodo littl peck cheek,esmeralda give quasimodo littl peck cheek
408,Quasimodo,"     --Whatever's good for you.

(Esmeralda pulls a talisman off her neck and hands it to Quasi.)

",1488,(Esmeralda pulls a talisman off her neck and hands it to Quasi.),"     --Whatever's good for you.

 

",whatev good esmeralda pull talisman neck hand quasi,esmeralda pull talisman neck hand quasi
409,Esmeralda,"     If you ever need sanctuary, this will show you the way.

",1492,,"     If you ever need sanctuary, this will show you the way.  ",ever need sanctuari show way,
410,Quasimodo,"     But how?

",1494,,     But how?  ,,
411,Esmeralda,"     Just remember               the city in your hand.

(Djali bleats as the guards are returning.)

",1496,(Djali bleats as the guards are returning.),"     Just remember               the city in your hand.

 

",rememb citi hand djali bleat guard return,djali bleat guard return
412,Quasimodo,"     Hurry!  You must go!

(Esmeralda swings down a rope to the ground and runs off into the dark.
Quasimodo climbs back up to his tower.  As soon as he reaches the ledge,
Phoebus appears.)

",1501,"(Esmeralda swings down a rope to the ground and runs off into the dark.
Quasimodo climbs back up to his tower.  As soon as he reaches the ledge,
Phoebus appears.)","     Hurry!  You must go!

(Esmeralda swings down a rope to the ground and runs off into the dark.
Quasimodo climbs back up to his tower.  As soon as he reaches the ledge,
Phoebus appears.)

",hurri must go esmeralda swing rope ground run dark quasimodo climb back tower soon reach ledg phoebu appear,esmeralda swing rope ground run dark quasimodo climb back tower soon reach ledg phoebu appear
413,Phoebus,"       Hi there.  I'm looking for the gypsy girl.  Have you seen
               her?

(Quasimodo gets very angry at the sight of a guard.  He takes a swing.)

",1507,(Quasimodo gets very angry at the sight of a guard.  He takes a swing.),"       Hi there.  I'm looking for the gypsy girl.  Have you seen
               her?

 

",hi look gypsi girl seen quasimodo get angri sight guard take swing,quasimodo get angri sight guard take swing
414,Phoebus,"       Whoa, whoa!  Easy!

",1512,,"       Whoa, whoa!  Easy!  ",whoa whoa easi,
415,Quasimodo,"     No soldiers!  Sanctuary!  Get out!

",1514,,     No soldiers!  Sanctuary!  Get out!  ,soldier sanctuari get,
416,Phoebus,"       Wait!  All I wanted was to--

",1516,,       Wait!  All I wanted was to--  ,wait want,
417,Quasimodo,"     Go!

",1518,,     Go!  ,go,
418,Phoebus,"       I mean her no harm!

",1520,,       I mean her no harm!  ,mean harm,
419,Quasimodo,"     Go!

(Quasi grabs a torch and begins swinging it at Phoebus.  Phoebus backs
off, but Quasi continues to swing.  Backed down the stairs, Phoebus
finally draws his sword and swings, pinning the torch against the wall.
Quasimodo has grabbed Phoebus by the chest.)

",1522,"(Quasi grabs a torch and begins swinging it at Phoebus.  Phoebus backs
off, but Quasi continues to swing.  Backed down the stairs, Phoebus
finally draws his sword and swings, pinning the torch against the wall.
Quasimodo has grabbed Phoebus by the chest.)","     Go!

(Quasi grabs a torch and begins swinging it at Phoebus.  Phoebus backs
off, but Quasi continues to swing.  Backed down the stairs, Phoebus
finally draws his sword and swings, pinning the torch against the wall.
Quasimodo has grabbed Phoebus by the chest.)

",go quasi grab torch begin swing phoebu phoebu back quasi continu swing back stair phoebu final draw sword swing pin torch wall quasimodo grab phoebu chest,quasi grab torch begin swing phoebu phoebu back quasi continu swing back stair phoebu final draw sword swing pin torch wall quasimodo grab phoebu chest
420,Phoebus,"       You tell her from me, I didn't mean to trap her here, but
it was the only way to save her life.  Will you tell her that?  (No
response.)  Will you?

",1529,"(No
response.)","       You tell her from me, I didn't mean to trap her here, but
it was the only way to save her life.  Will you tell her that?  (No
response.)  Will you?

",tell mean trap way save life tell respons,respons
421,Quasimodo,"     If you go.  Now!

",1533,,     If you go.  Now!  ,go,
422,Esmeralda,"     I'll go.  Now, will you put me down, please?

(We cut to a longer shot to reveal that Quasi has been holding Phoebus
several feet off the floor.  Quasi sets Phoebus down.  Phoebus starts to
leave, then turns to say something.)

",1535,"(We cut to a longer shot to reveal that Quasi has been holding Phoebus
several feet off the floor.  Quasi sets Phoebus down.  Phoebus starts to
leave, then turns to say something.)","     I'll go.  Now, will you put me down, please?

(We cut to a longer shot to reveal that Quasi has been holding Phoebus
several feet off the floor.  Quasi sets Phoebus down.  Phoebus starts to
leave, then turns to say something.)

",go put pleas cut longer shot reveal quasi hold phoebu sever feet floor quasi set phoebu phoebu start leav turn say someth,cut longer shot reveal quasi hold phoebu sever feet floor quasi set phoebu phoebu start leav turn say someth
423,Phoebus,"       Oh.  And one more thing.  Tell Esmeralda she's very
               lucky.

",1541,,       Oh.  And one more thing.  Tell Esmeralda she's very                lucky.  ,oh one thing tell esmeralda lucki,
424,Quasimodo,"     Why?

",1544,,     Why?  ,,
425,Phoebus,"       To have a friend like you.

(Exit Phoebus.  Quasi returns to his room and the gargoyles.)

",1546,(Exit Phoebus.  Quasi returns to his room and the gargoyles.),"       To have a friend like you.

 

",friend like exit phoebu quasi return room gargoyl,exit phoebu quasi return room gargoyl
426,Hugo,"          Hey hey!  There he is!

",1550,,          Hey hey!  There he is!  ,hey hey,
427,Victor,"        You ejected that tin-plated baboon with great panache!

",1552,,        You ejected that tin-plated baboon with great panache!  ,eject tin plate baboon great panach,
428,Hugo,"          The nerve of him!  Snooping around here trying to steal
               your girl.

",1554,,          The nerve of him!  Snooping around here trying to steal                your girl.  ,nerv snoop around tri steal girl,
429,Quasimodo,"     My girl?

",1557,,     My girl?  ,girl,
430,Laverne,"       Esmeralda.  Dark hair, works with a goat.  Remember?

",1559,,"       Esmeralda.  Dark hair, works with a goat.  Remember?  ",esmeralda dark hair work goat rememb,
431,Hugo,"          Boy, I do!  Way to go, loverboy!

",1561,,"          Boy, I do!  Way to go, loverboy!  ",boy way go loverboy,
432,Quasimodo,"     Loverboy!?!  Oh, no, no...

",1563,,"     Loverboy!?!  Oh, no, no...  ",loverboy oh,
433,Laverne,"       Oh, don't be so modest.

",1565,,"       Oh, don't be so modest.  ",oh modest,
434,Quasimodo,"     Look.  I appreciate what you're all trying to do, but
               let's not fool ourselves.  Ugliest face in all Paris,
               remember?  I don't think I'm her type.

(The gargoyles slowly melt into the background as Quasimodo begins to
sing.)

               SO MANY TIMES OUT THERE
               I'VE WATCHED A HAPPY PAIR
               OF LOVERS WALKING IN THE NIGHT.
               THEY HAD A KIND OF GLOW AROUND THEM
               IT ALMOST LOOKED LIKE HEAVEN'S LIGHT.

               I KNEW I'D NEVER KNOW
               THAT WARM AND LOVING GLOW
               THOUGH I MIGHT WISH WITH ALL MY MIGHT
               NO FACE AS HIDEOUS AS MY FACE
               WAS EVER MEANT FOR HEAVEN'S LIGHT

               BUT SUDDENLY AN ANGEL HAS SMILED AT ME
               AND KISSED MY CHEEK WITHOUT A TRACE OF FRIGHT

               I DARE TO DREAM THAT SHE
               MIGHT EVEN CARE FOR ME
               AND AS I RING THESE BELLS TONIGHT
               MY COLD DARK TOWER SEEMS SO BRIGHT
               I SWEAR IT MUST BE HEAVEN'S LIGHT!

(As Quasimodo rings the bells, we see a group of monks in the ground
level of the cathedral.  We fly over Paris toward the Palace of Justice.
As we do, we can see isolated lights going out occasionally.  We
eventually end up in the firelit bedchamber of Frollo.)

",1567,"(The gargoyles slowly melt into the background as Quasimodo begins to
sing.)","     Look.  I appreciate what you're all trying to do, but
               let's not fool ourselves.  Ugliest face in all Paris,
               remember?  I don't think I'm her type.

(The gargoyles slowly melt into the background as Quasimodo begins to
sing.)

               SO MANY TIMES OUT THERE
               I'VE WATCHED A HAPPY PAIR
               OF LOVERS WALKING IN THE NIGHT.
               THEY HAD A KIND OF GLOW AROUND THEM
               IT ALMOST LOOKED LIKE HEAVEN'S LIGHT.

               I KNEW I'D NEVER KNOW
               THAT WARM AND LOVING GLOW
               THOUGH I MIGHT WISH WITH ALL MY MIGHT
               NO FACE AS HIDEOUS AS MY FACE
               WAS EVER MEANT FOR HEAVEN'S LIGHT

               BUT SUDDENLY AN ANGEL HAS SMILED AT ME
               AND KISSED MY CHEEK WITHOUT A TRACE OF FRIGHT

               I DARE TO DREAM THAT SHE
               MIGHT EVEN CARE FOR ME
               AND AS I RING THESE BELLS TONIGHT
               MY COLD DARK TOWER SEEMS SO BRIGHT
               I SWEAR IT MUST BE HEAVEN'S LIGHT!

(As Quasimodo rings the bells, we see a group of monks in the ground
level of the cathedral.  We fly over Paris toward the Palace of Justice.
As we do, we can see isolated lights going out occasionally.  We
eventually end up in the firelit bedchamber of Frollo.)

",look appreci tri let not fool ugliest face pari rememb think type gargoyl slowli melt background quasimodo begin sing mani time watch happi pair lover walk night kind glow around almost look like heaven light knew never know warm love glow though might wish might face hideou face ever meant heaven light suddenli angel smile kiss cheek without trace fright dare dream might even care ring bell tonight cold dark tower seem bright swear must heaven light quasimodo ring bell see group monk ground level cathedr fli pari toward palac justic see isol light go occasion eventu end firelit bedchamb frollo,gargoyl slowli melt background quasimodo begin sing
435,Frollo,"        BEATTA MARIA
               YOU KNOW I AM A RIGHTEOUS MAN
               OF MY VIRTUE, I AM JUSTLY PROUD

               BEATTA MARIA
               YOU KNOW I'M SO MUCH
               PURER THAN THE COMMON, VULGAR, WEAK, LICENTIOUS CROWD

               THEN TELL ME, MARIA, WHY I SEE HER
               DANCING THERE,
               WHY HER SMOLDERING EYES STILL SCORCH MY SOUL

(As Frollo sings, the flames in the fireplace take the form of a dancing
Esmeralda, dancing for Frollo's pleasure.)

               LIKE FIRE, HELLFIRE
               THIS FIRE IN MY SKIN
               THIS BURNING DESIRE
               IS TURNING ME TO SIN!

(The walls of the room and the flames suddenly become a row of judges,
all dressed in red robes.  Frollo is terrified.)

               IT'S NOT MY FAULT!
               I'M NOT TO BLAME!
               IT IS THE GYPSY GIRL
               THE WITCH WHO SENT THIS FLAME
               IT'S NOT MY FAULT
               IF, IN GOD'S PLAN,
               HE MADE THE DEVIL SO MUCH STRONGER THAN A MAN!

               PROTECT ME, MARIA!
               DON'T LET THIS SIREN CAST HER SPELL
               DON'T LET HER FIRE SEAR MY FLESH AND BONE
               DESTROY ESMERALDA
               AND LET HER TASTE THE FIRES OF HELL
               OR ELSE LET HER BE MINE AND MINE ALONE!

(The room returns to normal as a guard pounds on the door, then enters.)

",1600,"(As Frollo sings, the flames in the fireplace take the form of a dancing
Esmeralda, dancing for Frollo's pleasure.)","        BEATTA MARIA
               YOU KNOW I AM A RIGHTEOUS MAN
               OF MY VIRTUE, I AM JUSTLY PROUD

               BEATTA MARIA
               YOU KNOW I'M SO MUCH
               PURER THAN THE COMMON, VULGAR, WEAK, LICENTIOUS CROWD

               THEN TELL ME, MARIA, WHY I SEE HER
               DANCING THERE,
               WHY HER SMOLDERING EYES STILL SCORCH MY SOUL

(As Frollo sings, the flames in the fireplace take the form of a dancing
Esmeralda, dancing for Frollo's pleasure.)

               LIKE FIRE, HELLFIRE
               THIS FIRE IN MY SKIN
               THIS BURNING DESIRE
               IS TURNING ME TO SIN!

(The walls of the room and the flames suddenly become a row of judges,
all dressed in red robes.  Frollo is terrified.)

               IT'S NOT MY FAULT!
               I'M NOT TO BLAME!
               IT IS THE GYPSY GIRL
               THE WITCH WHO SENT THIS FLAME
               IT'S NOT MY FAULT
               IF, IN GOD'S PLAN,
               HE MADE THE DEVIL SO MUCH STRONGER THAN A MAN!

               PROTECT ME, MARIA!
               DON'T LET THIS SIREN CAST HER SPELL
               DON'T LET HER FIRE SEAR MY FLESH AND BONE
               DESTROY ESMERALDA
               AND LET HER TASTE THE FIRES OF HELL
               OR ELSE LET HER BE MINE AND MINE ALONE!

(The room returns to normal as a guard pounds on the door, then enters.)

",beatta maria know righteou man virtu justli proud beatta maria know much purer common vulgar weak licenti crowd tell maria see danc smolder eye still scorch soul frollo sing flame fireplac take form danc esmeralda danc frollo pleasur like fire hellfir fire skin burn desir turn sin wall room flame suddenli becom row judg dress red robe frollo terrifi not fault not blame gypsi girl witch sent flame not fault god plan made devil much stronger man protect maria let siren cast spell let fire sear flesh bone destroy esmeralda let tast fire hell els let mine mine alon room return normal guard pound door enter,frollo sing flame fireplac take form danc esmeralda danc frollo pleasur
436,Guard 6,"       Minister Frollo, the gypsy has escaped.

",1640,,"       Minister Frollo, the gypsy has escaped.  ",minist frollo gypsi escap,
437,Frollo,"        What!?!

",1642,,        What!?!  ,,
438,Guard 6,"       She's nowhere in the cathedral.  She's gone.

",1644,,       She's nowhere in the cathedral.  She's gone.  ,nowher cathedr gone,
439,Frollo,"        But how, and...never mind.  Get out, you idiot!  I'll
               find her.  I'll find her if I have to burn down all of
               Paris!

               HELLFIRE, DARK FIRE
               NOW GYPSY IT'S YOUR TURN!
               CHOOSE ME OR YOUR PYRE
               BE MINE, OR YOU WILL BURN!

               GOD HAVE MERCY ON HER
               GOD HAVE MERCY ON ME

               BUT SHE WILL BE MINE, OR SHE WILL BURN!

(Dissolve to morning.  Frollo is exiting his carriage.  Waiting for him
is Phoebus.)

",1646,"(Dissolve to morning.  Frollo is exiting his carriage.  Waiting for him
is Phoebus.)","        But how, and...never mind.  Get out, you idiot!  I'll
               find her.  I'll find her if I have to burn down all of
               Paris!

               HELLFIRE, DARK FIRE
               NOW GYPSY IT'S YOUR TURN!
               CHOOSE ME OR YOUR PYRE
               BE MINE, OR YOU WILL BURN!

               GOD HAVE MERCY ON HER
               GOD HAVE MERCY ON ME

               BUT SHE WILL BE MINE, OR SHE WILL BURN!

(Dissolve to morning.  Frollo is exiting his carriage.  Waiting for him
is Phoebus.)

",never mind get idiot find find burn pari hellfir dark fire gypsi turn choos pyre mine burn god merci god merci mine burn dissolv morn frollo exit carriag wait phoebu,dissolv morn frollo exit carriag wait phoebu
440,Phoebus,"       (To Guards) Attention!  (To Frollo)  Morning, sir.

(Frollo moans.)

",1663,(To Guards),"         Attention!  (To Frollo)  Morning, sir.

(Frollo moans.)

",guard attent frollo morn sir frollo moan,guard
441,Phoebus,"       Are you feeling all right?

",1667,,       Are you feeling all right?  ,feel right,
442,Frollo,"        I had a little trouble with the fireplace.

",1669,,        I had a little trouble with the fireplace.  ,littl troubl fireplac,
443,Phoebus,"       I see.  Your orders, sir?

",1671,,"       I see.  Your orders, sir?  ",see order sir,
444,Frollo,"        Find the gypsy girl.

(Fast music, cut to troops ransacking a home, eventually finding a group
of gypsies hidden in a trap door.  They gypsies are lined up outside,
with Frollo looking down at them.)

",1673,"(Fast music, cut to troops ransacking a home, eventually finding a group
of gypsies hidden in a trap door.  They gypsies are lined up outside,
with Frollo looking down at them.)","        Find the gypsy girl.

(Fast music, cut to troops ransacking a home, eventually finding a group
of gypsies hidden in a trap door.  They gypsies are lined up outside,
with Frollo looking down at them.)

",find gypsi girl fast music cut troop ransack home eventu find group gypsi hidden trap door gypsi line outsid frollo look,fast music cut troop ransack home eventu find group gypsi hidden trap door gypsi line outsid frollo look
445,Frollo,"        Ten pieces of silver for the gypsy Esmeralda.

(He shoves a handful of coins out, but there are no takers.)

",1679,"(He shoves a handful of coins out, but there are no takers.)","        Ten pieces of silver for the gypsy Esmeralda.

 

",ten piec silver gypsi esmeralda shove hand coin taker,shove hand coin taker
446,Frollo,"        (To Guards) Lock them up!

(We now watch Frollo's men push a carriage into the Seine.  As it begins
to sink, gypsies come floating to the surface.  Once again, they're
lined up, with Frollo surveying them.)

",1683,(To Guards),"          Lock them up!

(We now watch Frollo's men push a carriage into the Seine.  As it begins
to sink, gypsies come floating to the surface.  Once again, they're
lined up, with Frollo surveying them.)

",guard lock watch frollo men push carriag sein begin sink gypsi come float surfac line frollo survey,guard
447,Frollo,"        Twenty pieces of silver for the gypsy Esmeralda!

(Again, no takers.)

",1689,"(Again, no takers.)","        Twenty pieces of silver for the gypsy Esmeralda!

 

",twenti piec silver gypsi esmeralda taker,taker
448,Frollo,"        (To Guards)  Take them away!

(Cut to a house with a large windmill.  Frollo's guards have found
gypsies there.  Frollo is interrogating the miller.  Music lower.)

",1693,(To Guards),"           Take them away!

(Cut to a house with a large windmill.  Frollo's guards have found
gypsies there.  Frollo is interrogating the miller.  Music lower.)

",guard take away cut hous larg windmil frollo guard found gypsi frollo interrog miller music lower,guard
449,Frollo,"        We found this gypsy talisman on your property.  Have you
               been harbouring gypsies?

",1698,,        We found this gypsy talisman on your property.  Have you                been harbouring gypsies?  ,found gypsi talisman properti harbour gypsi,
450,Miller,"        Our home is always open to the weary traveler.  Have
               mercy, my lord.

",1701,,"        Our home is always open to the weary traveler.  Have                mercy, my lord.  ",home alway open weari travel merci lord,
451,Frollo,"        I am placing you and your family under house arrest until
               I get to the bottom of this.  If what you say is true,
               you are innocent and you have nothing to fear.

",1704,,"        I am placing you and your family under house arrest until                I get to the bottom of this.  If what you say is true,                you are innocent and you have nothing to fear.  ",place famili hous arrest get bottom say true innoc noth fear,
452,Miller,"        But we are innocent, I assure you!  We know nothing of
               these gypsies!

(Frollo pulls their door shut, then bars it shut with a guard's staff.
He turns to Phoebus.)

",1708,"(Frollo pulls their door shut, then bars it shut with a guard's staff.
He turns to Phoebus.)","        But we are innocent, I assure you!  We know nothing of
               these gypsies!

(Frollo pulls their door shut, then bars it shut with a guard's staff.
He turns to Phoebus.)

",innoc assur know noth gypsi frollo pull door shut bar shut guard staff turn phoebu,frollo pull door shut bar shut guard staff turn phoebu
453,Frollo,"        Burn it.

",1714,,        Burn it.  ,burn,
454,Phoebus,"       What!?!?

",1716,,       What!?!?  ,,
455,Frollo,"        Until it smolders.  These people are traitors and must be
               made examples of.

(Frollo hands him a torch.)

",1718,(Frollo hands him a torch.),"        Until it smolders.  These people are traitors and must be
               made examples of.

 

",smolder peopl traitor must made exampl frollo hand torch,frollo hand torch
456,Phoebus,"       With all due respect, sir, I was not trained to murder
               the innocent.

",1723,,"       With all due respect, sir, I was not trained to murder                the innocent.  ",due respect sir not train murder innoc,
457,Frollo,"        But you were trained to follow orders.

(Phoebus takes the torch and douses it in a bucket of water.)

",1726,(Phoebus takes the torch and douses it in a bucket of water.),"        But you were trained to follow orders.

 

",train follow order phoebu take torch dous bucket water,phoebu take torch dous bucket water
458,Frollo,"        Insolent coward.

(Frollo grabs another torch and touches the flame to the windmill.  The
entire structure is quickly engulfed in flame.  Phoebus crashes through
the window and brings the family outside to safety.  As the building
continues to burn, guards grab Phoebus.)

",1730,"(Frollo grabs another torch and touches the flame to the windmill.  The
entire structure is quickly engulfed in flame.  Phoebus crashes through
the window and brings the family outside to safety.  As the building
continues to burn, guards grab Phoebus.)","        Insolent coward.

(Frollo grabs another torch and touches the flame to the windmill.  The
entire structure is quickly engulfed in flame.  Phoebus crashes through
the window and brings the family outside to safety.  As the building
continues to burn, guards grab Phoebus.)

",insol coward frollo grab anoth torch touch flame windmil entir structur quickli engulf flame phoebu crash window bring famili outsid safeti build continu burn guard grab phoebu,frollo grab anoth torch touch flame windmil entir structur quickli engulf flame phoebu crash window bring famili outsid safeti build continu burn guard grab phoebu
459,Frollo,"        The sentence for insubordination is death.  Such a pity--
               you threw away a promising career.

",1737,,        The sentence for insubordination is death.  Such a pity--                you threw away a promising career.  ,sentenc insubordin death piti threw away promis career,
460,Phoebus,"       Consider it my highest honour, sir.

(Frollo raises a spear and is about to kill Phoebus, when Phoebus kicks
Frollo's horse.  The horse bucks, and Frollo is thrown off.  Phoebus
escapes the guards, hops on Frollo's horse and is off.)

",1740,"(Frollo raises a spear and is about to kill Phoebus, when Phoebus kicks
Frollo's horse.  The horse bucks, and Frollo is thrown off.  Phoebus
escapes the guards, hops on Frollo's horse and is off.)","       Consider it my highest honour, sir.

(Frollo raises a spear and is about to kill Phoebus, when Phoebus kicks
Frollo's horse.  The horse bucks, and Frollo is thrown off.  Phoebus
escapes the guards, hops on Frollo's horse and is off.)

",consid highest honour sir frollo rais spear kill phoebu phoebu kick frollo hors hors buck frollo thrown phoebu escap guard hop frollo hors,frollo rais spear kill phoebu phoebu kick frollo hors hors buck frollo thrown phoebu escap guard hop frollo hors
