,chars,lines,line_num,scene_setup,mod_lines,line_stemmed,scene_setup_stemmed
424,ALL,"          She's our guest!
",1030,,          She's our guest! ,guest,
425,MRS. POTTS,"   She's our guest!
",1031,,   She's our guest! ,guest,
426,ALL,"          She's our guest!
              Be our guest! Be our guest!
              Our command is your request!
              It's ten years since we had anybody here
              And we're obsessed!

              With your meal, with your ease,
              Yes indeed, we aim to please
              While the candlelight's still glowing
              Let us help you, we'll keep going--
(The CHINA and CANDLESTICKS perform an elaborately choreographed dance
sequence,
ending in a c.u. of LUMIERE.)

",1032,"(The CHINA and CANDLESTICKS perform an elaborately choreographed dance
sequence,
ending in a c.u. of LUMIERE.)","          She's our guest!
              Be our guest! Be our guest!
              Our command is your request!
              It's ten years since we had anybody here
              And we're obsessed!

              With your meal, with your ease,
              Yes indeed, we aim to please
              While the candlelight's still glowing
              Let us help you, we'll keep going--
(The CHINA and CANDLESTICKS perform an elaborately choreographed dance
sequence,
ending in a c.u. of LUMIERE.)

",guest guest guest command request ten year sinc anybodi obsess meal eas ye inde aim pleas candlelight still glow let us help keep go china candlestick perform elabor choreograph danc sequenc end c u lumier,china candlestick perform elabor choreograph danc sequenc end c u lumier
427,ALL (esp. LUMIERE),"
              Course, by course
              One by one
              'Til you shout ""Enough, I'm done!""
              Then we'll sing you off to sleep as you digest
              Tonight you'll prop your feet up,
              But for let's eat up
              Be our guest!  Be our guest!  Be our guest! Please Be our guest!!
(A fantastic ending comes of the song, with SILVERWARE flying through the air,
PLATES and FEATHERDUSTERS dancing, and COGSWORTH the focus of attention, until
LUMIERE comes sliding in and sends him flying out of camera range.)
",1046,"(A fantastic ending comes of the song, with SILVERWARE flying through the air,
PLATES and FEATHERDUSTERS dancing, and COGSWORTH the focus of attention, until
LUMIERE comes sliding in and sends him flying out of camera range.)","
              Course, by course
              One by one
              'Til you shout ""Enough, I'm done!""
              Then we'll sing you off to sleep as you digest
              Tonight you'll prop your feet up,
              But for let's eat up
              Be our guest!  Be our guest!  Be our guest! Please Be our guest!!
(A fantastic ending comes of the song, with SILVERWARE flying through the air,
PLATES and FEATHERDUSTERS dancing, and COGSWORTH the focus of attention, until
LUMIERE comes sliding in and sends him flying out of camera range.)
",cours cours one one til shout enough done sing sleep digest tonight prop feet let eat guest guest guest pleas guest fantast end come song silverwar fli air plate featherdust danc cogsworth focu attent lumier come slide send fli camera rang,fantast end come song silverwar fli air plate featherdust danc cogsworth focu attent lumier come slide send fli camera rang
428,BELLE,"        Bravo!  That was wonderful!
",1057,,        Bravo!  That was wonderful! ,bravo wonder,
429,COGSWORTH,"    Thank you, thank you, mademoiselle. Yes, good show, wasn't it
              everyone.  (Looking at his own face) Oh, my goodness, will you
              look at the time.  Now, it's off to bed, off to bed!
(LUMIERE comes up next to COGSWORTH.)
",1058,(Looking at his own face),"    Thank you, thank you, mademoiselle. Yes, good show, wasn't it
              everyone.    Oh, my goodness, will you
              look at the time.  Now, it's off to bed, off to bed!
(LUMIERE comes up next to COGSWORTH.)
",thank thank mademoisel ye good show everyon look face oh good look time bed bed lumier come next cogsworth,look face
430,BELLE,"        Oh, I couldn't possibly go to bed now.  It's my first time in
              an enchanted castle.
",1062,,"        Oh, I couldn't possibly go to bed now.  It's my first time in               an enchanted castle. ",oh possibl go bed first time enchant castl,
431,COGSWORTH,"    Enchanted?  Who said anything about the castle being enchanted?
              (He tries to cover it up, just as a fork runs past.  To LUMIERE)
              It was you, wasn't it!
",1064,"(He tries to cover it up, just as a fork runs past.  To LUMIERE)","    Enchanted?  Who said anything about the castle being enchanted?
               
              It was you, wasn't it!
",enchant said anyth castl enchant tri cover fork run past lumier,tri cover fork run past lumier
432,BELLE,"        I, um, figured it out for myself. (COGSWORTH and LUMIERE have
been
              fighting.  They both look at her, then stop.  COGSWORTH dusts
              himself off, and LUMIERE fixes his wax nose.) I'd like to look
              around, if that's all right.
",1067,"(COGSWORTH and LUMIERE have
been
              fighting.  They both look at her, then stop.  COGSWORTH dusts
              himself off, and LUMIERE fixes his wax nose.)","        I, um, figured it out for myself. (COGSWORTH and LUMIERE have
been
              fighting.  They both look at her, then stop.  COGSWORTH dusts
              himself off, and LUMIERE fixes his wax nose.) I'd like to look
              around, if that's all right.
",um figur cogsworth lumier fight look stop cogsworth dust lumier fix wax nose like look around right,cogsworth lumier fight look stop cogsworth dust lumier fix wax nose
433,LUMIERE,"      (excited) Oh!  Would you like a tour?
",1072,(excited),"        Oh!  Would you like a tour?
",excit oh would like tour,excit
434,COGSWORTH,"    Wait a second, wait a second.  I'm not sure that's such a good
              idea. (Confidentially, to LUMIERE) We can't let her go poking
              around in certain places, if you know what I mean.
",1073,"(Confidentially, to LUMIERE)","    Wait a second, wait a second.  I'm not sure that's such a good
              idea.   We can't let her go poking
              around in certain places, if you know what I mean.
",wait second wait second not sure good idea confidenti lumier let go poke around certain place know mean,confidenti lumier
435,BELLE,"        (Poking COGSWORTH in the belly (like the Pillsbury doughboy))
              Perhaps you could take me.  I'm sure you know everything there
              is to know about the castle.
",1076,(Poking COGSWORTH in the belly (like the Pillsbury doughboy),"         )
              Perhaps you could take me.  I'm sure you know everything there
              is to know about the castle.
",poke cogsworth belli like pillsburi doughboy perhap could take sure know everyth know castl,poke cogsworth belli like pillsburi doughboy
436,COGSWORTH,"    (flattered) Well, actually, ah yes, I do!
(Fade to COGSWORTH, LUMIERE, and BELLE walking down a hall with FOOTSTOOL.
COGSWORTH is lecturing.)
",1079,(flattered),"      Well, actually, ah yes, I do!
(Fade to COGSWORTH, LUMIERE, and BELLE walking down a hall with FOOTSTOOL.
COGSWORTH is lecturing.)
",flatter well actual ah ye fade cogsworth lumier bell walk hall footstool cogsworth lectur,flatter
437,COGSWORTH,"    As you can see, the pseudo facade was stripped away to reveal a
              minimalist rococo design.  Note the unusual inverted vaulted
              ceilings.  This is yet another example of the neo-classic baroque
              period, and as I always say, if it's not baroque, don't fix it!
              Ha ha ha. Now then, where was I? (He turns to find the heads of
              the SUITS OF ARMOR have turned to follow BELLE.) As you were!
              (They all snap back to face forward.)  Now, if I may draw your
              attention to the flying buttresses above the--mademoiselle?

(COGSWORTH turns back to the group and is one girl short. He sees her beginning
to climb the grand staircase. He and LUMIERE run up to her and jump in front of
her, blocking her progress upstairs.)

",1082,"(He turns to find the heads of
              the SUITS OF ARMOR have turned to follow BELLE.)","    As you can see, the pseudo facade was stripped away to reveal a
              minimalist rococo design.  Note the unusual inverted vaulted
              ceilings.  This is yet another example of the neo-classic baroque
              period, and as I always say, if it's not baroque, don't fix it!
              Ha ha ha. Now then, where was I? (He turns to find the heads of
              the SUITS OF ARMOR have turned to follow BELLE.) As you were!
              (They all snap back to face forward.)  Now, if I may draw your
              attention to the flying buttresses above the--mademoiselle?

(COGSWORTH turns back to the group and is one girl short. He sees her beginning
to climb the grand staircase. He and LUMIERE run up to her and jump in front of
her, blocking her progress upstairs.)

",see pseudo facad strip away reveal minimalist rococo design note unusu invert vault ceil yet anoth exampl neo classic baroqu period alway say not baroqu fix ha ha ha turn find head suit armor turn follow bell snap back face forward may draw attent fli buttress mademoisel cogsworth turn back group one girl short see begin climb grand staircas lumier run jump front block progress upstair,turn find head suit armor turn follow bell
438,BELLE,"        What's up there?
",1095,,        What's up there? ,,
439,COGSWORTH,"    Where? Up there?  Nothing. Absolutely nothing of interest at all
              in the West Wing.  Dusty, dull, very boring.
(LUMIERE has been shaking his head, but COGSWORTH nudges him and he nods in
agreement.)
",1096,"(LUMIERE has been shaking his head, but COGSWORTH nudges him and he nods in
agreement.)","    Where? Up there?  Nothing. Absolutely nothing of interest at all
              in the West Wing.  Dusty, dull, very boring.
(LUMIERE has been shaking his head, but COGSWORTH nudges him and he nods in
agreement.)
",noth absolut noth interest west wing dusti dull bore lumier shake head cogsworth nudg nod agreement,lumier shake head cogsworth nudg nod agreement
440,BELLE,"        Oh, so that's the West Wing.
",1100,,"        Oh, so that's the West Wing. ",oh west wing,
441,LUMIERE,"      (To COGSWORTH) Nice going!
",1101,(To COGSWORTH),"        Nice going!
",cogsworth nice go,cogsworth
442,BELLE,"        I wonder what he's hiding up there.
",1102,,        I wonder what he's hiding up there. ,wonder hide,
443,LUMIERE,"      Hiding? The master is hiding nothing!
",1103,,      Hiding? The master is hiding nothing! ,hide master hide noth,
444,BELLE,"        Then it wouldn't be forbidden.
(She steps over them, but they dash up and block her again.)
",1104,"(She steps over them, but they dash up and block her again.)","        Then it wouldn't be forbidden.
 
",forbidden step dash block,step dash block
445,COGSWORTH,"    Perhaps mademoiselle would like to see something else.  We have
              exquisite tapestries dating all the way back to...
",1106,,    Perhaps mademoiselle would like to see something else.  We have               exquisite tapestries dating all the way back to... ,perhap mademoisel would like see someth els exquisit tapestri date way back,
446,BELLE,"        (again stepping over them) Maybe later.
",1108,(again stepping over them),"          Maybe later.
",step mayb later,step
447,LUMIERE,"      (with COGSWORTH, again dashing and blocking) The gardens, or the
              library perhaps?
",1109,"(with COGSWORTH, again dashing and blocking)","        The gardens, or the
              library perhaps?
",cogsworth dash block garden librari perhap,cogsworth dash block
448,BELLE,"        (Now, with incredible interest) You have a library?
",1111,"(Now, with incredible interest)","          You have a library?
",incred interest librari,incred interest
449,COGSWORTH,"    (Thrilled that he has found something to interest her) Oh yes!
              Indeed!
",1112,(Thrilled that he has found something to interest her),"      Oh yes!
              Indeed!
",thrill found someth interest oh ye inde,thrill found someth interest
450,LUMIERE,"      With books!
",1114,,      With books! ,book,
451,COGSWORTH,"    Gads of books!
",1115,,    Gads of books! ,gad book,
452,LUMIERE,"      Mountains of books!
",1116,,      Mountains of books! ,mountain book,
453,COGSWORTH,"    Forests of books!
",1117,,    Forests of books! ,forest book,
454,LUMIERE,"      Cascades...
",1118,,      Cascades... ,cascad,
455,COGSWORTH,"    ...of books!
",1119,,    ...of books! ,book,
456,LUMIERE,"      Swamps of books!
",1120,,      Swamps of books! ,swamp book,
457,COGSWORTH,"    More books than you'll ever be able to read in a lifetime!
              Books on every subject ever studied, by every author who ever
              set pen to paper...

(LUMIERE and COGSWORTH begin marching off, and BELLE begins to follow, but her
curiosity overtakes her, and she turns back to the West Wing.  Her excitement
begins to dwindle, though, when she enters the hallway leading to BEAST's lair.
As she walks down the hall, she stops to look in a mirror that has been
shattered into several pieces, each one reflecting her concerned look.  She
reaches the end of the hall and finds a closed door with gargoyle handles.  She
takes a deep breath, then reaches out and opens the door.  Cut to int of lair,
where BELLE begins to explore.  She is truly shocked by everything she sees.
She wanders around, looking, and knocks over a table, but she catches it before
it crashes to the floor.  She then turns her head and sees a shredded picture
on
the wall.  We can only see part of a portrait.  It is the same portrait that
was
shredded in the opening. BELLE reaches out and lifts the shreds of the picture
to reveal the prince.  We never see this, however, for then she turns her head
and sees the rose under the bell jar.  She walks over to it, her eyes
transfixed.  She reaches out, then lifts off the jar, leaving the rose
unprotected.  She reaches up, brushes back the strand of hair that has been
repeatedly falling on her forehead, then reaches out to touch the rose.  As she
nears it, a shadow falls over her.  BEAST has been on the balcony, and sees
her.
He jumps back into the room,then slams the jar back on the rose.  He then turns
his attention to BELLE.)
",1121,"(LUMIERE and COGSWORTH begin marching off, and BELLE begins to follow, but her
curiosity overtakes her, and she turns back to the West Wing.  Her excitement
begins to dwindle, though, when she enters the hallway leading to BEAST's lair.
As she walks down the hall, she stops to look in a mirror that has been
shattered into several pieces, each one reflecting her concerned look.  She
reaches the end of the hall and finds a closed door with gargoyle handles.  She
takes a deep breath, then reaches out and opens the door.  Cut to int of lair,
where BELLE begins to explore.  She is truly shocked by everything she sees.
She wanders around, looking, and knocks over a table, but she catches it before
it crashes to the floor.  She then turns her head and sees a shredded picture
on
the wall.  We can only see part of a portrait.  It is the same portrait that
was
shredded in the opening. BELLE reaches out and lifts the shreds of the picture
to reveal the prince.  We never see this, however, for then she turns her head
and sees the rose under the bell jar.  She walks over to it, her eyes
transfixed.  She reaches out, then lifts off the jar, leaving the rose
unprotected.  She reaches up, brushes back the strand of hair that has been
repeatedly falling on her forehead, then reaches out to touch the rose.  As she
nears it, a shadow falls over her.  BEAST has been on the balcony, and sees
her.
He jumps back into the room,then slams the jar back on the rose.  He then turns
his attention to BELLE.)","    More books than you'll ever be able to read in a lifetime!
              Books on every subject ever studied, by every author who ever
              set pen to paper...

(LUMIERE and COGSWORTH begin marching off, and BELLE begins to follow, but her
curiosity overtakes her, and she turns back to the West Wing.  Her excitement
begins to dwindle, though, when she enters the hallway leading to BEAST's lair.
As she walks down the hall, she stops to look in a mirror that has been
shattered into several pieces, each one reflecting her concerned look.  She
reaches the end of the hall and finds a closed door with gargoyle handles.  She
takes a deep breath, then reaches out and opens the door.  Cut to int of lair,
where BELLE begins to explore.  She is truly shocked by everything she sees.
She wanders around, looking, and knocks over a table, but she catches it before
it crashes to the floor.  She then turns her head and sees a shredded picture
on
the wall.  We can only see part of a portrait.  It is the same portrait that
was
shredded in the opening. BELLE reaches out and lifts the shreds of the picture
to reveal the prince.  We never see this, however, for then she turns her head
and sees the rose under the bell jar.  She walks over to it, her eyes
transfixed.  She reaches out, then lifts off the jar, leaving the rose
unprotected.  She reaches up, brushes back the strand of hair that has been
repeatedly falling on her forehead, then reaches out to touch the rose.  As she
nears it, a shadow falls over her.  BEAST has been on the balcony, and sees
her.
He jumps back into the room,then slams the jar back on the rose.  He then turns
his attention to BELLE.)
",book ever abl read lifetim book everi subject ever studi everi author ever set pen paper lumier cogsworth begin march bell begin follow curios overtak turn back west wing excit begin dwindl though enter hallway lead beast lair walk hall stop look mirror shatter sever piec one reflect concern look reach end hall find close door gargoyl handl take deep breath reach open door cut int lair bell begin explor truli shock everyth see wander around look knock tabl catch crash floor turn head see shred pictur wall see part portrait portrait shred open bell reach lift shred pictur reveal princ never see howev turn head see rose bell jar walk eye transfix reach lift jar leav rose unprotect reach brush back strand hair repeatedli fall forehead reach touch rose near shadow fall beast balconi see jump back room slam jar back rose turn attent bell,lumier cogsworth begin march bell begin follow curios overtak turn back west wing excit begin dwindl though enter hallway lead beast lair walk hall stop look mirror shatter sever piec one reflect concern look reach end hall find close door gargoyl handl take deep breath reach open door cut int lair bell begin explor truli shock everyth see wander around look knock tabl catch crash floor turn head see shred pictur wall see part portrait portrait shred open bell reach lift shred pictur reveal princ never see howev turn head see rose bell jar walk eye transfix reach lift jar leav rose unprotect reach brush back strand hair repeatedli fall forehead reach touch rose near shadow fall beast balconi see jump back room slam jar back rose turn attent bell
458,BEAST,"        (growing angry) Why did you come here?
",1148,(growing angry),"          Why did you come here?
",grow angri come,grow angri
459,BELLE,"        (Backing away, scared) I'm sorry,
",1149,"(Backing away, scared)","          I'm sorry,
",back away scare sorri,back away scare
460,BEAST,"        I warned you never to come here!
",1150,,        I warned you never to come here! ,warn never come,
461,BELLE,"        I didn't mean any harm.
",1151,,        I didn't mean any harm. ,mean harm,
462,BEAST,"        (Angrier) Do you realize what you could have done? (Begins to
              thrash at the furniture)
",1152,(Angrier),"          Do you realize what you could have done? (Begins to
              thrash at the furniture)
",angrier realiz could done begin thrash furnitur,angrier
463,BELLE,"        (Pleading, but still scared) Please, stop! No!
",1154,"(Pleading, but still scared)","          Please, stop! No!
",plead still scare pleas stop,plead still scare
464,BEAST,"        (Screaming) Get out!!!! GET OUT!!!!

(BELLE turns and flees the room.  BEAST calms down, then falls into despair,
finally realizing that he may have destroyed his chances with BELLE.  She
reaches the stairway and grabs her cloak.  She rushes down the stairs, wrapping
the cloak around her and bursting past a confused LUMIERE and COGSWORTH .)
",1155,(Screaming),"          Get out!!!! GET OUT!!!!

(BELLE turns and flees the room.  BEAST calms down, then falls into despair,
finally realizing that he may have destroyed his chances with BELLE.  She
reaches the stairway and grabs her cloak.  She rushes down the stairs, wrapping
the cloak around her and bursting past a confused LUMIERE and COGSWORTH .)
",scream get get bell turn flee room beast calm fall despair final realiz may destroy chanc bell reach stairway grab cloak rush stair wrap cloak around burst past confus lumier cogsworth,scream
465,LUMIERE,"      Wh- Where are you going?
",1161,,      Wh- Where are you going? ,wh go,
466,BELLE,"        Promise or no promise, I can't stay here another minute!
",1162,,"        Promise or no promise, I can't stay here another minute! ",promis promis stay anoth minut,
467,COGSWORTH,"    Oh no, wait, please wait!
(LUMIERE tries to respond, but BELLE slams the door behind her.  He and
COGSWORTH both bow their heads in sadness.  Cut to BELLE outside in the forest
on PHILLIPE.  She begins to ride through the forest, but PHILLIPE comes to a
stop.  She looks up and sees the WOLVES.  She gasps, then pulls the reins and
begins to flee.  She runs from side to side, making the WOLVES hit the trees (a
la Speederbike chase in Return of the Jedi).  PHILLIPE runs out on a frozen
pond, but his and BELLE's weight collapse the ice.  The WOLVES chase her into
the water.  Some begin to drown, but PHILLIPE is able to get out of the water
before anything serious happens.  He runs into a clearing, but becomes
surrounded by WOLVES.  He bucks, throwing BELLE off and wrapping the reins
around a tree branch.  The WOLVES begin their attack on PHILLIPE, but BELLE
comes to his rescue and beats them away with a stick.  One WOLF grabs the stick
in its mouth and breaks half of it off, leaving BELLE defenseless.  Another
leaps at her, grabbing the corner of her cloak and dragging her to the ground.
She looks up and sees a WOLF about to jump on top of her.  It leaps and is
caught in mid-air by BEAST.    He throws the WOLF away, then stands behind them
and BELLE.  They lunge at each other.  One rips a hole in BEAST's shoulder, and
the others focus their attack on that spot.  Finally, BEAST throws a WOLF
against a tree, knocking it out.  The others turn and run in fear.  BEAST turns
back to BELLE, looks at her despairingly, then collapses.  BELLE, grateful to
be
alive, turns back to PHILLIPE and begins to get on, but her conscience takes
over, and she walks over to the fallen BEAST.  Fade to BELLE and PHILLIPE
walking back to the castle, with BEAST on the horse's back.  Fade to int of
den,
with BELLE pouring hot water out of MRS. POTTS.  She soaks a rag in the water,
then turns to BEAST, who is licking his wounds.)
",1163,"(LUMIERE tries to respond, but BELLE slams the door behind her.  He and
COGSWORTH both bow their heads in sadness.  Cut to BELLE outside in the forest
on PHILLIPE.  She begins to ride through the forest, but PHILLIPE comes to a
stop.  She looks up and sees the WOLVES.  She gasps, then pulls the reins and
begins to flee.  She runs from side to side, making the WOLVES hit the trees (a
la Speederbike chase in Return of the Jedi)","    Oh no, wait, please wait!
(LUMIERE tries to respond, but BELLE slams the door behind her.  He and
COGSWORTH both bow their heads in sadness.  Cut to BELLE outside in the forest
on PHILLIPE.  She begins to ride through the forest, but PHILLIPE comes to a
stop.  She looks up and sees the WOLVES.  She gasps, then pulls the reins and
begins to flee.  She runs from side to side, making the WOLVES hit the trees (a
la Speederbike chase in Return of the Jedi).  PHILLIPE runs out on a frozen
pond, but his and BELLE's weight collapse the ice.  The WOLVES chase her into
the water.  Some begin to drown, but PHILLIPE is able to get out of the water
before anything serious happens.  He runs into a clearing, but becomes
surrounded by WOLVES.  He bucks, throwing BELLE off and wrapping the reins
around a tree branch.  The WOLVES begin their attack on PHILLIPE, but BELLE
comes to his rescue and beats them away with a stick.  One WOLF grabs the stick
in its mouth and breaks half of it off, leaving BELLE defenseless.  Another
leaps at her, grabbing the corner of her cloak and dragging her to the ground.
She looks up and sees a WOLF about to jump on top of her.  It leaps and is
caught in mid-air by BEAST.    He throws the WOLF away, then stands behind them
and BELLE.  They lunge at each other.  One rips a hole in BEAST's shoulder, and
the others focus their attack on that spot.  Finally, BEAST throws a WOLF
against a tree, knocking it out.  The others turn and run in fear.  BEAST turns
back to BELLE, looks at her despairingly, then collapses.  BELLE, grateful to
be
alive, turns back to PHILLIPE and begins to get on, but her conscience takes
over, and she walks over to the fallen BEAST.  Fade to BELLE and PHILLIPE
walking back to the castle, with BEAST on the horse's back.  Fade to int of
den,
with BELLE pouring hot water out of MRS. POTTS.  She soaks a rag in the water,
then turns to BEAST, who is licking his wounds.)
",oh wait pleas wait lumier tri respond bell slam door behind cogsworth bow head sad cut bell outsid forest phillip begin ride forest phillip come stop look see wolv gasp pull rein begin flee run side side make wolv hit tree la speederbik chase return jedi phillip run frozen pond bell weight collaps ice wolv chase water begin drown phillip abl get water anyth seriou happen run clear becom surround wolv buck throw bell wrap rein around tree branch wolv begin attack phillip bell come rescu beat away stick one wolf grab stick mouth break half leav bell defenseless anoth leap grab corner cloak drag ground look see wolf jump top leap caught mid air beast throw wolf away stand behind bell lung one rip hole beast shoulder other focu attack spot final beast throw wolf tree knock other turn run fear beast turn back bell look despairingli collaps bell grate aliv turn back phillip begin get conscienc take walk fallen beast fade bell phillip walk back castl beast hors back fade int den bell pour hot water mr pott soak rag water turn beast lick wound,lumier tri respond bell slam door behind cogsworth bow head sad cut bell outsid forest phillip begin ride forest phillip come stop look see wolv gasp pull rein begin flee run side side make wolv hit tree la speederbik chase return jedi
468,BELLE,"        Here now. Oh, don't do that. (BEAST growls at her as she tries to
clean the wound with her rag.) Just...hold still.
(She touches the rag to the wound and BEAST roars in pain.  The OBJECTS, who
have been watching, jump back into hiding from the outburst.)
",1191,"(BEAST growls at her as she tries to
clean the wound with her rag.)","        Here now. Oh, don't do that. (BEAST growls at her as she tries to
clean the wound with her rag.) Just...hold still.
(She touches the rag to the wound and BEAST roars in pain.  The OBJECTS, who
have been watching, jump back into hiding from the outburst.)
",oh beast growl tri clean wound rag hold still touch rag wound beast roar pain object watch jump back hide outburst,beast growl tri clean wound rag
469,BEAST,"        That hurts!
",1195,,        That hurts! ,hurt,
470,BELLE,"        (In counterpoint) If you'd hold still, it wouldn't hurt as much.
",1196,(In counterpoint),"          If you'd hold still, it wouldn't hurt as much.
",counterpoint hold still hurt much,counterpoint
471,BEAST,"        Well if you hadn't run away, this wouldn't have happened!
",1197,,"        Well if you hadn't run away, this wouldn't have happened! ",well run away happen,
472,BELLE,"        Well if you hadn't frightened me, I wouldn't have run away!
",1198,,"        Well if you hadn't frightened me, I wouldn't have run away! ",well frighten run away,
473,BEAST,"        (Opens his mouth to respond, but has to stop and think of a good
              line) Well you shouldn't have been in the West Wing!
",1199,"(Opens his mouth to respond, but has to stop and think of a good
              line)","        (Opens his mouth to respond, but has to stop and think of a good
              line) Well you shouldn't have been in the West Wing!
",open mouth respond stop think good line well west wing,open mouth respond stop think good line
474,BELLE,"        Well you should learn to control your temper!   (BEAST raises his
              hand to bring out another point, but finds he has none, so he
              bows his head down again.  The OBJECTS emerge from their hiding
              as BELLE has conquered the ferocious temper of BEAST.   BELLE
              moves the rag closer to the wound)  Now, hold still. This may
              sting a little.  (BEAST gives a surprised grunt, then grits his
              teeth as the rag is applied. BELLE speaks tenderly.)  By the way,
              thank you, for saving my life.
(BEAST opens his eyes, looking surprised.)
",1201,"(BEAST raises his
              hand to bring out another point, but finds he has none, so he
              bows his head down again.  The OBJECTS emerge from their hiding
              as BELLE has conquered the ferocious temper of BEAST.   BELLE
              moves the rag closer to the wound)","        Well you should learn to control your temper!   (BEAST raises his
              hand to bring out another point, but finds he has none, so he
              bows his head down again.  The OBJECTS emerge from their hiding
              as BELLE has conquered the ferocious temper of BEAST.   BELLE
              moves the rag closer to the wound)  Now, hold still. This may
              sting a little.  (BEAST gives a surprised grunt, then grits his
              teeth as the rag is applied. BELLE speaks tenderly.)  By the way,
              thank you, for saving my life.
(BEAST opens his eyes, looking surprised.)
",well learn control temper beast rais hand bring anoth point find none bow head object emerg hide bell conquer feroci temper beast bell move rag closer wound hold still may sting littl beast give surpris grunt grit teeth rag appli bell speak tenderli way thank save life beast open eye look surpris,beast rais hand bring anoth point find none bow head object emerg hide bell conquer feroci temper beast bell move rag closer wound
475,BEAST,"        (Also very tenderly) You're welcome.
(Camera zooms out and we see the OBJECTS looking on with interest.  Fade to
GASTON's tavern, which is empty except for GASTON, LEFOU and MONSIEUR D'ARQUE,
who are all sitting at a table.)
",1210,(Also very tenderly),"          You're welcome.
(Camera zooms out and we see the OBJECTS looking on with interest.  Fade to
GASTON's tavern, which is empty except for GASTON, LEFOU and MONSIEUR D'ARQUE,
who are all sitting at a table.)
",also tenderli welcom camera zoom see object look interest fade gaston tavern empti except gaston lefou monsieur arqu sit tabl,also tenderli
476,D'ARQUE,"      I don't usually leave the asylum in the middle of the night, but
              they said you'd make it worth my while.  (GASTON pulls out a
              sack of gold and tosses it in front of him.  He takes out a
piece,
              scrapes it on his chin and continues.)  Aah, I'm listening.
",1214,"(GASTON pulls out a
              sack of gold and tosses it in front of him.  He takes out a
piece,
              scrapes it on his chin and continues.)","      I don't usually leave the asylum in the middle of the night, but
              they said you'd make it worth my while.  (GASTON pulls out a
              sack of gold and tosses it in front of him.  He takes out a
piece,
              scrapes it on his chin and continues.)  Aah, I'm listening.
",usual leav asylum middl night said make worth gaston pull sack gold toss front take piec scrape chin continu aah listen,gaston pull sack gold toss front take piec scrape chin continu
477,GASTON,"       It's like this.  I've got my heart set on marrying Belle, but she
              needs a little persuasion.
",1219,,"       It's like this.  I've got my heart set on marrying Belle, but she               needs a little persuasion. ",like got heart set marri bell need littl persuas,
478,LEFOU,"        (butting in) Turned him down flat!
(GASTON slams a beer mug on his head.)
",1221,(butting in),"          Turned him down flat!
(GASTON slams a beer mug on his head.)
",but turn flat gaston slam beer mug head,but
479,GASTON,"       Everyone knows her father's a lunatic.  He was in here tonight
              raving about a beast in a castle...
",1223,,       Everyone knows her father's a lunatic.  He was in here tonight               raving about a beast in a castle... ,everyon know father lunat tonight rave beast castl,
480,D'ARQUE,"      Maurice is harmless.
",1225,,      Maurice is harmless. ,mauric harmless,
481,GASTON,"       The point is, Belle would do anything to keep him from being
              locked up.
",1226,,"       The point is, Belle would do anything to keep him from being               locked up. ",point bell would anyth keep lock,
482,LEFOU,"        Yeah, even marry him!

(GASTON gives him another threatening look, and he ducks back under the mug.)
",1228,"(GASTON gives him another threatening look, and he ducks back under the mug.)","        Yeah, even marry him!

 
",yeah even marri gaston give anoth threaten look duck back mug,gaston give anoth threaten look duck back mug
483,D'ARQUE,"      So you want me to throw her father in the asylum unless she
agrees
              to marry you? (They both nod in agreement.)  Oh, that is
              despicable.  I love it!
(Cut to int of BELLE's cottage.  MAURICE is packing to leave.)
",1231,(They both nod in agreement.),"      So you want me to throw her father in the asylum unless she
agrees
              to marry you?    Oh, that is
              despicable.  I love it!
(Cut to int of BELLE's cottage.  MAURICE is packing to leave.)
",want throw father asylum unless agre marri nod agreement oh despic love cut int bell cottag mauric pack leav,nod agreement
484,MAURICE,"      If no one will help me, then I'll go back alone.  I don't care
              what it takes.  I'll find that castle and somehow I'll get her
              out of there.
(MAURICE leaves on his journey.  Seconds later, GASTON and LEFOU arrive with
D'ARQUE. They enter the house looking for one of the residents.)
",1236,"(MAURICE leaves on his journey.  Seconds later, GASTON and LEFOU arrive with
D'ARQUE. They enter the house looking for one of the residents.)","      If no one will help me, then I'll go back alone.  I don't care
              what it takes.  I'll find that castle and somehow I'll get her
              out of there.
(MAURICE leaves on his journey.  Seconds later, GASTON and LEFOU arrive with
D'ARQUE. They enter the house looking for one of the residents.)
",one help go back alon care take find castl somehow get mauric leav journey second later gaston lefou arriv arqu enter hous look one resid,mauric leav journey second later gaston lefou arriv arqu enter hous look one resid
485,GASTON,"       Belle! Maurice!
",1241,,       Belle! Maurice! ,bell mauric,
486,LEFOU,"        Oh, well, I guess it's not gonna work after all.
(GASTON grabs him by the neck and walks outside.)
",1242,(GASTON grabs him by the neck and walks outside.),"        Oh, well, I guess it's not gonna work after all.
 
",oh well guess not gonna work gaston grab neck walk outsid,gaston grab neck walk outsid
487,GASTON,"       They have to come back sometime, and when they do, we'll be ready
              for them. (Drops LEFOU into a snowbank by the porch) Lefou,
              don't move from that spot until Belle and her father come home.
",1244,(Drops LEFOU into a snowbank by the porch),"       They have to come back sometime, and when they do, we'll be ready
              for them.   Lefou,
              don't move from that spot until Belle and her father come home.
",come back sometim readi drop lefou snowbank porch lefou move spot bell father come home,drop lefou snowbank porch
